ICAO Aircraft Type Code,IATA Aircraft type Code,Model,Aircraft manufacturer,In Use Indicator (Yes/No),ICAO Airline Code,IATA Airline Code,Number of seats
A333,333,A330-300,Airbus,yes,EY,ETD,295
A333,333,A330-300,Airbus,yes,AE,MDA,295
A333,333,A330-300,Airbus,yes,GA,GIA,295
A333,333,A330-300,Airbus,yes,GF,GBA,295
A333,333,A330-300,Airbus,yes,AT,RAM,295
A333,333,A330-300,Airbus,yes,NH,ANA,295
A333,333,A330-300,Airbus,yes,PG,BKP,295
A333,333,A330-300,Airbus,yes,QF,QFA,295
A333,333,A330-300,Airbus,yes,SU,AFL,295
A333,333,A330-300,Airbus,yes,US,USA,295
A333,333,A330-300,Airbus,yes,LX,SWR,295
A333,333,A330-300,Airbus,yes,BD,BMA,295
A333,333,A330-300,Airbus,,,,295
A333,333,A330-300,Airbus,,,,295
A333,333,A330-300,Airbus,yes,AY,FIN,295
A333,333,A330-300,Airbus,yes,R3,SYL,295
A333,333,A330-300,Airbus,yes,SN,DAT,295
A333,333,A330-300,Airbus,yes,AZ,AZA,295
A333,333,A330-300,Airbus,,,,295
A333,333,A330-300,Airbus,yes,UA,UAL,295
A333,333,A330-300,Airbus,yes,JL,JAL,295
A342,342,A340-200,Airbus,no,,XMS,0
A342,342,A340-200,Airbus,yes,IB,IBE,0
A342,342,A340-200,Airbus,yes,SA,SAA,0
A342,342,A340-200,Airbus,,,,0
A343,343,A340-300,Airbus,yes,MU,CES,0
A343,343,A340-300,Airbus,,,,0
A343,343,A340-300,Airbus,yes,TK,THY,0
A343,343,A340-300,Airbus,yes,TP,TAP,0
A343,343,A340-300,Airbus,yes,CA,CCA,0
A343,343,A340-300,Airbus,,,,0
A343,343,A340-300,Airbus,yes,CO,COA,0
A343,343,A340-300,Airbus,yes,LH,DLH,0
A343,343,A340-300,Airbus,yes,MK,MAU,0
A343,343,A340-300,Airbus,yes,VS,VIR,0
A343,343,A340-300,Airbus,,,,0
A343,343,A340-300,Airbus,yes,SW,NMB,0
A343,343,A340-300,Airbus,yes,SA,SAA,0
A343,343,A340-300,Airbus,yes,SK,SAS,0
A343,343,A340-300,Airbus,yes,AR,ARG,0
A343,343,A340-300,Airbus,yes,DT,DTA,0
A343,343,A340-300,Airbus,yes,KU,KAC,0
A343,343,A340-300,Airbus,no,,XMS,0
A343,343,A340-300,Airbus,yes,MS,MSR,0
A343,343,A340-300,Airbus,yes,CI,CAL,0
A343,343,A340-300,Airbus,yes,AC,ACA,0
A343,343,A340-300,Airbus,yes,UL,ALK,0
A343,343,A340-300,Airbus,yes,NZ,ANZ,0
A343,343,A340-300,Airbus,yes,PR,PAL,0
A343,343,A340-300,Airbus,yes,CY,CYP,0
A343,343,A340-300,Airbus,yes,CZ,CSN,0
A343,343,A340-300,Airbus,yes,QF,QFA,0
A343,343,A340-300,Airbus,yes,AE,MDA,0
A343,343,A340-300,Airbus,yes,GA,GIA,0
A343,343,A340-300,Airbus,yes,NH,ANA,0
A343,343,A340-300,Airbus,yes,LA,LAN,0
A343,343,A340-300,Airbus,yes,TN,THT,0
A343,343,A340-300,Airbus,yes,US,USA,0
A343,343,A340-300,Airbus,yes,AF,AFR,0
A343,343,A340-300,Airbus,yes,JJ,TAM,0
A343,343,A340-300,Airbus,yes,LX,SWR,0
A343,343,A340-300,Airbus,yes,SN,DAT,0
A343,343,A340-300,Airbus,,,,0
A343,343,A340-300,Airbus,yes,AZ,AZA,0
A343,343,A340-300,Airbus,,,,0
A343,343,A340-300,Airbus,yes,UA,UAL,0
A343,343,A340-300,Airbus,yes,JL,JAL,0
A343,343,A340-300,Airbus,yes,EK,UAE,0
A345,345,A340-500,Airbus,yes,NH,ANA,0
A345,345,A340-500,Airbus,yes,W3,FYH,0
A345,345,A340-500,Airbus,yes,US,USA,0
A345,345,A340-500,Airbus,yes,TK,THY,0
A345,345,A340-500,Airbus,yes,UL,ALK,0
A345,345,A340-500,Airbus,yes,SQ,SIA,0
A345,345,A340-500,Airbus,yes,SA,SAA,0
A345,345,A340-500,Airbus,yes,3S,,0
A345,345,A340-500,Airbus,yes,AZ,AZA,0
A345,345,A340-500,Airbus,yes,EK,UAE,0
A345,345,A340-500,Airbus,yes,VA,VAU,0
A345,345,A340-500,Airbus,yes,EY,ETD,0
A345,345,A340-500,Airbus,,,,0
A346,346,A340-600,Airbus,yes,MU,CES,0
A346,346,A340-600,Airbus,yes,TK,THY,0
A346,346,A340-600,Airbus,yes,CA,CCA,0
A346,346,A340-600,Airbus,yes,QR,QTR,0
A346,346,A340-600,Airbus,,,,0
A346,346,A340-600,Airbus,yes,VA,VAU,0
A346,346,A340-600,Airbus,yes,CO,COA,0
A346,346,A340-600,Airbus,yes,LH,DLH,0
A346,346,A340-600,Airbus,yes,VS,VIR,0
A346,346,A340-600,Airbus,,,,0
A346,346,A340-600,Airbus,,,,0
A346,346,A340-600,Airbus,yes,SA,SAA,0
A346,346,A340-600,Airbus,,,,0
A346,346,A340-600,Airbus,no,,XMS,0
A346,346,A340-600,Airbus,yes,UL,ALK,0
A346,346,A340-600,Airbus,yes,CY,CYP,0
A346,346,A340-600,Airbus,yes,EY,ETD,0
A346,346,A340-600,Airbus,yes,IB,IBE,0
A346,346,A340-600,Airbus,yes,NH,ANA,0
A346,346,A340-600,Airbus,yes,LA,LAN,0
A346,346,A340-600,Airbus,yes,JJ,TAM,0
A346,346,A340-600,Airbus,yes,AZ,AZA,0
A346,346,A340-600,Airbus,,,,0
A346,346,A340-600,Airbus,yes,UA,UAL,0
A388,380,A380,Airbus,yes,CZ,CSN,525
A388,380,A380,Airbus,yes,AA,AAL,525
B732,732,737-200,Boeing,yes,UM,AZW,97
B732,732,737-200,Boeing,yes,SJ,SJY,97
B732,732,737-200,Boeing,yes,Q8,PEC,97
B732,732,737-200,Boeing,,,,97
B732,732,737-200,Boeing,yes,EG,JAA,97
B732,732,737-200,Boeing,yes,5P,,97
B732,732,737-200,Boeing,yes,P9,,97
B732,732,737-200,Boeing,yes,V0,VCV,97
B732,732,737-200,Boeing,yes,DT,DTA,97
B732,732,737-200,Boeing,yes,H2,SKU,97
B732,732,737-200,Boeing,,,,97
B732,732,737-200,Boeing,,,,97
B733,733,737-300,Boeing,yes,MU,CES,128
B733,733,737-300,Boeing,yes,DY,NAX,128
B733,733,737-300,Boeing,yes,Q8,PEC,128
B733,733,737-300,Boeing,yes,T5,TUA,128
B733,733,737-300,Boeing,yes,TP,TAP,128
B733,733,737-300,Boeing,yes,VZ,MYT,128
B733,733,737-300,Boeing,yes,ME,MEA,128
B733,733,737-300,Boeing,yes,PK,PIA,128
B733,733,737-300,Boeing,yes,CA,CCA,128
B733,733,737-300,Boeing,yes,WW,BMI,128
B733,733,737-300,Boeing,no,WH,CNW,128
B733,733,737-300,Boeing,yes,5L,RSU,128
B733,733,737-300,Boeing,yes,JK,JKK,128
B733,733,737-300,Boeing,,,,128
B733,733,737-300,Boeing,yes,DJ,VOZ,128
B733,733,737-300,Boeing,yes,MD,MDG,128
B733,733,737-300,Boeing,yes,WN,SWA,128
B733,733,737-300,Boeing,yes,LH,DLH,128
B733,733,737-300,Boeing,yes,LS,EXS,128
B733,733,737-300,Boeing,yes,PY,SLM,128
B733,733,737-300,Boeing,yes,5T,MPE,128
B733,733,737-300,Boeing,yes,B2,BRU,128
B733,733,737-300,Boeing,yes,RJ,RJA,128
B733,733,737-300,Boeing,yes,SK,SAS,128
B733,733,737-300,Boeing,yes,PW,PRF,128
B733,733,737-300,Boeing,yes,KL,KLM,128
B733,733,737-300,Boeing,yes,U9,TAK,128
B733,733,737-300,Boeing,yes,BT,BTI,128
B733,733,737-300,Boeing,no,,XMS,128
B733,733,737-300,Boeing,yes,KQ,KQA,128
B733,733,737-300,Boeing,yes,A9,TGZ,128
B733,733,737-300,Boeing,yes,KF,BLF,128
B733,733,737-300,Boeing,yes,AC,ACA,128
B733,733,737-300,Boeing,yes,VK,VGN,128
B733,733,737-300,Boeing,yes,OV,ELL,128
B733,733,737-300,Boeing,yes,NZ,ANZ,128
B733,733,737-300,Boeing,yes,CY,CYP,128
B733,733,737-300,Boeing,yes,N5,SGY,128
B733,733,737-300,Boeing,yes,BY,TOM,128
B733,733,737-300,Boeing,yes,OS,AUA,128
B733,733,737-300,Boeing,yes,CZ,CSN,128
B733,733,737-300,Boeing,yes,KX,CAY,128
B733,733,737-300,Boeing,yes,EY,ETD,128
B733,733,737-300,Boeing,yes,QF,QFA,128
B733,733,737-300,Boeing,yes,CQ,KOL,128
B733,733,737-300,Boeing,yes,GA,GIA,128
B733,733,737-300,Boeing,yes,NH,ANA,128
B733,733,737-300,Boeing,yes,RO,ROT,128
B733,733,737-300,Boeing,yes,SU,AFL,128
B733,733,737-300,Boeing,yes,US,USA,128
B733,733,737-300,Boeing,yes,AF,AFR,128
B733,733,737-300,Boeing,yes,SC,CDG,128
B733,733,737-300,Boeing,yes,LX,SWR,128
B733,733,737-300,Boeing,yes,HU,CHH,128
B733,733,737-300,Boeing,yes,OB,ASZ,128
B733,733,737-300,Boeing,yes,JT,LNI,128
B733,733,737-300,Boeing,yes,ON,RON,128
B733,733,737-300,Boeing,yes,P9,,128
B733,733,737-300,Boeing,,,,128
B733,733,737-300,Boeing,yes,SN,DAT,128
B733,733,737-300,Boeing,yes,AZ,AZA,128
B733,733,737-300,Boeing,yes,YK,,128
B733,733,737-300,Boeing,no,ZT,AWC,128
B733,733,737-300,Boeing,yes,PS,AUI,128
B733,733,737-300,Boeing,yes,JU,JAT,128
B733,733,737-300,Boeing,yes,UA,UAL,128
B733,733,737-300,Boeing,no,VB,,128
B733,733,737-300,Boeing,yes,UN,TSO,128
B733,733,737-300,Boeing,,,,128
B734,734,737-400,Boeing,yes,WY,OMA,146
B734,734,737-400,Boeing,yes,LO,LOT,146
B734,734,737-400,Boeing,yes,UP,BHS,146
B734,734,737-400,Boeing,yes,TK,THY,146
B734,734,737-400,Boeing,yes,TP,TAP,146
B734,734,737-400,Boeing,yes,CA,CCA,146
B734,734,737-400,Boeing,,,,146
B734,734,737-400,Boeing,yes,5L,RSU,146
B734,734,737-400,Boeing,yes,JK,JKK,146
B734,734,737-400,Boeing,,,,146
B734,734,737-400,Boeing,yes,AB,BER,146
B734,734,737-400,Boeing,,,,146
B734,734,737-400,Boeing,yes,HX,HXK,146
B734,734,737-400,Boeing,,,,146
B734,734,737-400,Boeing,yes,SK,SAS,146
B734,734,737-400,Boeing,yes,MH,MAS,146
B734,734,737-400,Boeing,yes,KL,KLM,146
B734,734,737-400,Boeing,yes,DD,NOK,146
B734,734,737-400,Boeing,yes,D9,DNV,146
B734,734,737-400,Boeing,yes,U9,TAK,146
B734,734,737-400,Boeing,no,,XMS,146
B734,734,737-400,Boeing,yes,NU,JTA,146
B734,734,737-400,Boeing,yes,MS,MSR,146
B734,734,737-400,Boeing,yes,AA,AAL,146
B734,734,737-400,Boeing,yes,KF,BLF,146
B734,734,737-400,Boeing,yes,MN,CAW,146
B734,734,737-400,Boeing,,,,146
B734,734,737-400,Boeing,,,,146
B734,734,737-400,Boeing,yes,UL,ALK,146
B734,734,737-400,Boeing,yes,SQ,SIA,146
B734,734,737-400,Boeing,yes,S7,SBI,146
B734,734,737-400,Boeing,yes,EY,ETD,146
B734,734,737-400,Boeing,yes,QF,QFA,146
B734,734,737-400,Boeing,yes,CQ,KOL,146
B734,734,737-400,Boeing,yes,NH,ANA,146
B734,734,737-400,Boeing,yes,AT,RAM,146
B734,734,737-400,Boeing,yes,SU,AFL,146
B734,734,737-400,Boeing,yes,US,USA,146
B734,734,737-400,Boeing,yes,HU,CHH,146
B734,734,737-400,Boeing,yes,JT,LNI,146
B734,734,737-400,Boeing,yes,SN,DAT,146
B734,734,737-400,Boeing,yes,AZ,AZA,146
B734,734,737-400,Boeing,yes,PS,AUI,146
B734,734,737-400,Boeing,,,,146
B734,734,737-400,Boeing,yes,UA,UAL,146
B734,734,737-400,Boeing,yes,JL,JAL,146
B734,734,737-400,Boeing,yes,UN,TSO,146
B734,734,737-400,Boeing,,,,146
B735,735,737-500,Boeing,yes,LO,LOT,108
B735,735,737-500,Boeing,yes,WB,RWD,108
B735,735,737-500,Boeing,yes,WW,BMI,108
B735,735,737-500,Boeing,yes,YC,YCC,108
B735,735,737-500,Boeing,yes,QR,QTR,108
B735,735,737-500,Boeing,yes,JK,JKK,108
B735,735,737-500,Boeing,,,,108
B735,735,737-500,Boeing,yes,SD,SUD,108
B735,735,737-500,Boeing,yes,WN,SWA,108
B735,735,737-500,Boeing,yes,Y7,,108
B735,735,737-500,Boeing,yes,CO,COA,108
B735,735,737-500,Boeing,yes,LH,DLH,108
B735,735,737-500,Boeing,yes,OK,CSA,108
B735,735,737-500,Boeing,,,,108
B735,735,737-500,Boeing,yes,FV,SDM,108
B735,735,737-500,Boeing,yes,DV,VSV,108
B735,735,737-500,Boeing,yes,SW,NMB,108
B735,735,737-500,Boeing,yes,HD,ADO,108
B735,735,737-500,Boeing,yes,B2,BRU,108
B735,735,737-500,Boeing,yes,SK,SAS,108
B735,735,737-500,Boeing,yes,Z6,ZTT,108
B735,735,737-500,Boeing,yes,AR,ARG,108
B735,735,737-500,Boeing,yes,U9,TAK,108
B735,735,737-500,Boeing,yes,D9,DNV,108
B735,735,737-500,Boeing,yes,BT,BTI,108
B735,735,737-500,Boeing,yes,MS,MSR,108
B735,735,737-500,Boeing,yes,AC,ACA,108
B735,735,737-500,Boeing,yes,QS,TVS,108
B735,735,737-500,Boeing,yes,5N,AUL,108
B735,735,737-500,Boeing,,,,108
B735,735,737-500,Boeing,yes,4D,ASD,108
B735,735,737-500,Boeing,yes,OV,ELL,108
B735,735,737-500,Boeing,,,,108
B735,735,737-500,Boeing,yes,OS,AUA,108
B735,735,737-500,Boeing,yes,TU,TAR,108
B735,735,737-500,Boeing,yes,S7,SBI,108
B735,735,737-500,Boeing,yes,R2,ORB,108
B735,735,737-500,Boeing,yes,EY,ETD,108
B735,735,737-500,Boeing,yes,SU,AFL,108
B735,735,737-500,Boeing,yes,IB,IBE,108
B735,735,737-500,Boeing,yes,GA,GIA,108
B735,735,737-500,Boeing,yes,NH,ANA,108
B735,735,737-500,Boeing,yes,FB,LZB,108
B735,735,737-500,Boeing,yes,LX,SWR,108
B735,735,737-500,Boeing,yes,SN,DAT,108
B735,735,737-500,Boeing,yes,AZ,AZA,108
B735,735,737-500,Boeing,yes,PS,AUI,108
B735,735,737-500,Boeing,yes,MI,SLK,108
B735,735,737-500,Boeing,yes,UA,UAL,108
B735,735,737-500,Boeing,yes,CM,CMP,108
B735,735,737-500,Boeing,yes,UN,TSO,108
B735,735,737-500,Boeing,,,,108
B736,736,737-600,Boeing,,,,108
B736,736,737-600,Boeing,yes,AB,BER,108
B736,736,737-600,Boeing,yes,LH,DLH,108
B736,736,737-600,Boeing,,,,108
B736,736,737-600,Boeing,yes,FV,SDM,108
B736,736,737-600,Boeing,yes,RJ,RJA,108
B736,736,737-600,Boeing,yes,SK,SAS,108
B736,736,737-600,Boeing,yes,KL,KLM,108
B736,736,737-600,Boeing,yes,ZE,ESR,108
B736,736,737-600,Boeing,no,,XMS,108
B736,736,737-600,Boeing,,,,108
B736,736,737-600,Boeing,yes,OS,AUA,108
B736,736,737-600,Boeing,yes,TU,TAR,108
B736,736,737-600,Boeing,yes,QF,QFA,108
B736,736,737-600,Boeing,yes,IB,IBE,108
B736,736,737-600,Boeing,yes,FB,LZB,108
B736,736,737-600,Boeing,yes,AH,DAH,108
B736,736,737-600,Boeing,yes,LX,SWR,108
B736,736,737-600,Boeing,yes,AZ,AZA,108
B737,737,737-700,Boeing,yes,MU,CES,128
B737,737,737-700,Boeing,yes,WY,OMA,128
B737,737,737-700,Boeing,yes,UP,BHS,128
B737,737,737-700,Boeing,yes,T5,TUA,128
B737,737,737-700,Boeing,yes,MF,CXA,128
B737,737,737-700,Boeing,yes,UX,AEA,128
B737,737,737-700,Boeing,yes,BV,BPA,128
B737,737,737-700,Boeing,yes,CA,CCA,128
B737,737,737-700,Boeing,yes,5L,RSU,128
B737,737,737-700,Boeing,yes,QR,QTR,128
B737,737,737-700,Boeing,yes,HZ,SOZ,128
B737,737,737-700,Boeing,yes,OM,MGL,128
B737,737,737-700,Boeing,,,,128
B737,737,737-700,Boeing,yes,DV,VSV,128
B737,737,737-700,Boeing,,,,128
B737,737,737-700,Boeing,yes,ZH,CSZ,128
B737,737,737-700,Boeing,yes,BL,PIC,128
B737,737,737-700,Boeing,no,V2,AKT,128
B737,737,737-700,Boeing,yes,D6,ILN,128
B737,737,737-700,Boeing,yes,Z6,ZTT,128
B737,737,737-700,Boeing,yes,KL,KLM,128
B737,737,737-700,Boeing,yes,GW,KIL,128
B737,737,737-700,Boeing,yes,ZE,ESR,128
B737,737,737-700,Boeing,yes,KR,CWK,128
B737,737,737-700,Boeing,,,,128
B737,737,737-700,Boeing,yes,QJ,,128
B737,737,737-700,Boeing,yes,AA,AAL,128
B737,737,737-700,Boeing,yes,A9,TGZ,128
B737,737,737-700,Boeing,yes,M7,MAA,128
B737,737,737-700,Boeing,yes,UN,TSO,128
B737,737,737-700,Boeing,yes,5N,AUL,128
B737,737,737-700,Boeing,yes,4N,ANT,128
B737,737,737-700,Boeing,yes,HV,TRA,128
B737,737,737-700,Boeing,,,,128
B737,737,737-700,Boeing,yes,NS,,128
B737,737,737-700,Boeing,yes,QC,,128
B737,737,737-700,Boeing,yes,FM,CSH,128
B737,737,737-700,Boeing,,,,128
B737,737,737-700,Boeing,yes,SG,SEJ,128
B737,737,737-700,Boeing,yes,8J,JFU,128
B737,737,737-700,Boeing,yes,7F,FAB,128
B737,737,737-700,Boeing,yes,OS,AUA,128
B737,737,737-700,Boeing,yes,CZ,CSN,128
B737,737,737-700,Boeing,yes,QH,FLZ,128
B737,737,737-700,Boeing,yes,EY,ETD,128
B737,737,737-700,Boeing,,,,128
B737,737,737-700,Boeing,yes,BC,SKY,128
B737,737,737-700,Boeing,,,,128
B737,737,737-700,Boeing,yes,GA,GIA,128
B737,737,737-700,Boeing,yes,IB,IBE,128
B737,737,737-700,Boeing,yes,LA,LAN,128
B737,737,737-700,Boeing,yes,NH,ANA,128
B737,737,737-700,Boeing,,,,128
B737,737,737-700,Boeing,yes,SC,CDG,128
B737,737,737-700,Boeing,yes,BD,BMA,128
B737,737,737-700,Boeing,yes,HU,CHH,128
B737,737,737-700,Boeing,yes,TM,,128
B737,737,737-700,Boeing,yes,US,USA,128
B737,737,737-700,Boeing,,,,128
B737,737,737-700,Boeing,yes,R3,SYL,128
B737,737,737-700,Boeing,,,,128
B737,737,737-700,Boeing,yes,AZ,AZA,128
B737,737,737-700,Boeing,yes,CG,TOK,128
B737,737,737-700,Boeing,yes,PS,AUI,128
B737,737,737-700,Boeing,,,,128
B737,737,737-700,Boeing,,,,128
B737,737,737-700,Boeing,yes,H2,SKU,128
B737,737,737-700,Boeing,yes,YK,,128
B737,737,737-700,Boeing,yes,JL,JAL,128
B737,737,737-700,Boeing,yes,J2,AHY,128
B737,737,737-700,Boeing,yes,8L,CGP,128
B737,737,737-700,Boeing,yes,FG,AFG,128
B737,737,737-700,Boeing,yes,TW,TWB,128
B738,738,737-800,Boeing,yes,MU,CES,160
B738,738,737-800,Boeing,,,,160
B738,738,737-800,Boeing,yes,XQ,SXS,160
B738,738,737-800,Boeing,yes,QR,QTR,160
B738,738,737-800,Boeing,yes,TS,TSC,160
B738,738,737-800,Boeing,yes,UU,REU,160
B738,738,737-800,Boeing,yes,S2,RSH,160
B738,738,737-800,Boeing,yes,Y7,,160
B738,738,737-800,Boeing,yes,LH,DLH,160
B738,738,737-800,Boeing,yes,FV,SDM,160
B738,738,737-800,Boeing,yes,ZH,CSZ,160
B738,738,737-800,Boeing,yes,KU,KAC,160
B738,738,737-800,Boeing,yes,QJ,,160
B738,738,737-800,Boeing,yes,PC,PGT,160
B738,738,737-800,Boeing,yes,AA,AAL,160
B738,738,737-800,Boeing,,,,160
B738,738,737-800,Boeing,yes,FM,CSH,160
B738,738,737-800,Boeing,yes,PR,PAL,160
B738,738,737-800,Boeing,yes,SY,SCX,160
B738,738,737-800,Boeing,yes,ET,ETH,160
B738,738,737-800,Boeing,yes,JL,JAL,160
B738,738,737-800,Boeing,yes,CM,CMP,160
B738,738,737-800,Boeing,yes,LY,ELY,160
B738,738,737-800,Boeing,yes,OR,TFL,160
B738,738,737-800,Boeing,yes,UN,TSO,160
B738,738,737-800,Boeing,yes,WB,RWD,160
B738,738,737-800,Boeing,yes,T5,TUA,160
B738,738,737-800,Boeing,yes,MF,CXA,160
B738,738,737-800,Boeing,yes,FR,RYR,160
B738,738,737-800,Boeing,yes,AB,BER,160
B738,738,737-800,Boeing,yes,BW,BWA,160
B738,738,737-800,Boeing,yes,IY,IYE,160
B738,738,737-800,Boeing,yes,GE,TNA,160
B738,738,737-800,Boeing,yes,HX,HXK,160
B738,738,737-800,Boeing,,,,160
B738,738,737-800,Boeing,yes,SK,SAS,160
B738,738,737-800,Boeing,yes,MH,MAS,160
B738,738,737-800,Boeing,no,,XMS,160
B738,738,737-800,Boeing,yes,BK,PDC,160
B738,738,737-800,Boeing,yes,HV,TRA,160
B738,738,737-800,Boeing,yes,NS,,160
B738,738,737-800,Boeing,yes,SE,SEU,160
B738,738,737-800,Boeing,yes,CN,YCP,160
B738,738,737-800,Boeing,yes,GA,GIA,160
B738,738,737-800,Boeing,yes,IB,IBE,160
B738,738,737-800,Boeing,yes,BD,BMA,160
B738,738,737-800,Boeing,yes,R3,SYL,160
B738,738,737-800,Boeing,yes,AZ,AZA,160
B738,738,737-800,Boeing,yes,UA,UAL,160
B738,738,737-800,Boeing,yes,QS,TVS,160
B738,738,737-800,Boeing,yes,J2,AHY,160
B738,738,737-800,Boeing,yes,8L,CGP,160
B738,738,737-800,Boeing,yes,VN,HVN,160
B738,738,737-800,Boeing,yes,TK,THY,160
B738,738,737-800,Boeing,yes,UX,AEA,160
B738,738,737-800,Boeing,yes,CA,CCA,160
B738,738,737-800,Boeing,yes,JK,JKK,160
B738,738,737-800,Boeing,,,,160
B738,738,737-800,Boeing,,,,160
B738,738,737-800,Boeing,yes,W3,FYH,160
B738,738,737-800,Boeing,,,,160
B738,738,737-800,Boeing,yes,SA,SAA,160
B738,738,737-800,Boeing,yes,NF,AVN,160
B738,738,737-800,Boeing,yes,MS,MSR,160
B738,738,737-800,Boeing,yes,JE,MNO,160
B738,738,737-800,Boeing,yes,AC,ACA,160
B738,738,737-800,Boeing,yes,VK,VGN,160
B738,738,737-800,Boeing,yes,5N,AUL,160
B738,738,737-800,Boeing,,,,160
B738,738,737-800,Boeing,yes,S7,SBI,160
B738,738,737-800,Boeing,yes,R2,ORB,160
B738,738,737-800,Boeing,yes,AT,RAM,160
B738,738,737-800,Boeing,yes,AH,DAH,160
B738,738,737-800,Boeing,yes,LX,SWR,160
B738,738,737-800,Boeing,yes,HU,CHH,160
B738,738,737-800,Boeing,yes,PS,AUI,160
B738,738,737-800,Boeing,,,,160
B738,738,737-800,Boeing,yes,BG,BBC,160
B738,738,737-800,Boeing,yes,WY,OMA,160
B738,738,737-800,Boeing,yes,TP,TAP,160
B738,738,737-800,Boeing,yes,PK,PIA,160
B738,738,737-800,Boeing,,,,160
B738,738,737-800,Boeing,yes,CO,COA,160
B738,738,737-800,Boeing,yes,TO,TVF,160
B738,738,737-800,Boeing,yes,KL,KLM,160
B738,738,737-800,Boeing,yes,DD,NOK,160
B738,738,737-800,Boeing,yes,KQ,KQA,160
B738,738,737-800,Boeing,yes,CI,CAL,160
B738,738,737-800,Boeing,,,,160
B738,738,737-800,Boeing,yes,MN,CAW,160
B738,738,737-800,Boeing,yes,LJ,JNA,160
B738,738,737-800,Boeing,yes,G3,CIX,160
B738,738,737-800,Boeing,yes,NZ,ANZ,160
B738,738,737-800,Boeing,yes,OS,AUA,160
B738,738,737-800,Boeing,yes,CZ,CSN,160
B738,738,737-800,Boeing,yes,EY,ETD,160
B738,738,737-800,Boeing,yes,AE,MDA,160
B738,738,737-800,Boeing,,,,160
B738,738,737-800,Boeing,yes,GF,GBA,160
B738,738,737-800,Boeing,yes,NH,ANA,160
B738,738,737-800,Boeing,yes,AF,AFR,160
B738,738,737-800,Boeing,yes,SC,CDG,160
B738,738,737-800,Boeing,,,,160
B738,738,737-800,Boeing,yes,SN,DAT,160
B738,738,737-800,Boeing,yes,KN,,160
B738,738,737-800,Boeing,,,,160
B739,739,737-900,Boeing,yes,MU,CES,177
B739,739,737-900,Boeing,yes,ZH,CSZ,177
B739,739,737-900,Boeing,,,,177
B739,739,737-900,Boeing,yes,JT,LNI,177
B739,739,737-900,Boeing,yes,CA,CCA,177
B739,739,737-900,Boeing,,,,177
B739,739,737-900,Boeing,,,,177
